algo,mse,alpha,dataset
albopt,0.2057,25.0,people
albopt_pow2,0.4579,25.0,people
albopt_pow2_max_c,0.6059,25.0,people
random_sim,0.4065,25.0,people
greedy_sim,0.7294,25.0,people
albopt,0.3554,25.0,people
albopt_pow2,0.4349,25.0,people
albopt_pow2_max_c,0.5843,25.0,people
random_sim,0.737,25.0,people
greedy_sim,0.44,25.0,people
albopt,0.1935,25.0,people
albopt_pow2,0.4044,25.0,people
albopt_pow2_max_c,0.1999,25.0,people
random_sim,0.6927,25.0,people
greedy_sim,0.9629,25.0,people
albopt,0.379,25.0,people
albopt_pow2,0.6704,25.0,people
albopt_pow2_max_c,0.7448,25.0,people
random_sim,0.8218,25.0,people
greedy_sim,0.8131,25.0,people
albopt,0.4955,25.0,people
albopt_pow2,1.1509,25.0,people
albopt_pow2_max_c,1.0857,25.0,people
random_sim,0.4649,25.0,people
greedy_sim,1.3759,25.0,people
albopt,0.2894,25.0,people
albopt_pow2,0.543,25.0,people
albopt_pow2_max_c,0.4847,25.0,people
random_sim,0.4569,25.0,people
greedy_sim,0.5795,25.0,people
albopt,0.4648,25.0,people
albopt_pow2,0.7348,25.0,people
albopt_pow2_max_c,0.6683,25.0,people
random_sim,0.8638,25.0,people
greedy_sim,1.0157,25.0,people
albopt,0.5854,25.0,people
albopt_pow2,1.043,25.0,people
albopt_pow2_max_c,0.9635,25.0,people
random_sim,0.6545,25.0,people
greedy_sim,1.4408,25.0,people
albopt,0.424,25.0,people
albopt_pow2,0.6106,25.0,people
albopt_pow2_max_c,0.6824,25.0,people
random_sim,0.4767,25.0,people
greedy_sim,0.8561,25.0,people
albopt,0.7772,25.0,people
albopt_pow2,1.481,25.0,people
albopt_pow2_max_c,1.592,25.0,people
random_sim,0.7417,25.0,people
greedy_sim,1.5314,25.0,people
albopt,0.4863,25.0,people
albopt_pow2,0.8577,25.0,people
albopt_pow2_max_c,0.8406,25.0,people
random_sim,0.3468,25.0,people
greedy_sim,0.8843,25.0,people
albopt,0.2897,25.0,people
albopt_pow2,0.5234,25.0,people
albopt_pow2_max_c,0.4951,25.0,people
random_sim,0.4386,25.0,people
greedy_sim,0.537,25.0,people
albopt,0.2524,25.0,people
albopt_pow2,0.4137,25.0,people
albopt_pow2_max_c,0.4021,25.0,people
random_sim,0.6469,25.0,people
greedy_sim,0.4205,25.0,people
albopt,0.4817,25.0,people
albopt_pow2,1.016,25.0,people
albopt_pow2_max_c,0.8535,25.0,people
random_sim,0.6072,25.0,people
greedy_sim,0.8722,25.0,people
albopt,0.5367,25.0,people
albopt_pow2,0.7192,25.0,people
albopt_pow2_max_c,0.6461,25.0,people
random_sim,0.4841,25.0,people
greedy_sim,1.0069,25.0,people
albopt,0.4226,25.0,people
albopt_pow2,0.5986,25.0,people
albopt_pow2_max_c,0.5671,25.0,people
random_sim,0.5238,25.0,people
greedy_sim,0.8661,25.0,people
albopt,0.09,25.0,people
albopt_pow2,0.2375,25.0,people
albopt_pow2_max_c,0.3456,25.0,people
random_sim,0.5843,25.0,people
greedy_sim,0.3605,25.0,people
albopt,0.3686,25.0,people
albopt_pow2,0.7512,25.0,people
albopt_pow2_max_c,0.6629,25.0,people
random_sim,0.3357,25.0,people
greedy_sim,1.0391,25.0,people
albopt,0.597,25.0,people
albopt_pow2,0.8256,25.0,people
albopt_pow2_max_c,0.7228,25.0,people
random_sim,0.2907,25.0,people
greedy_sim,1.1893,25.0,people
albopt,0.1624,25.0,people
albopt_pow2,0.326,25.0,people
albopt_pow2_max_c,0.4352,25.0,people
random_sim,0.5202,25.0,people
greedy_sim,0.3795,25.0,people
albopt,0.246,25.0,people
albopt_pow2,0.3237,25.0,people
albopt_pow2_max_c,0.306,25.0,people
random_sim,0.3757,25.0,people
greedy_sim,0.3738,25.0,people
albopt,0.1319,25.0,people
albopt_pow2,0.3957,25.0,people
albopt_pow2_max_c,0.6021,25.0,people
random_sim,0.3739,25.0,people
greedy_sim,0.4146,25.0,people
albopt,0.4227,25.0,people
albopt_pow2,0.9496,25.0,people
albopt_pow2_max_c,1.041,25.0,people
random_sim,0.3997,25.0,people
greedy_sim,0.8973,25.0,people
albopt,0.2667,25.0,people
albopt_pow2,0.5933,25.0,people
albopt_pow2_max_c,0.6651,25.0,people
random_sim,0.7128,25.0,people
greedy_sim,0.8084,25.0,people
albopt,0.4207,25.0,people
albopt_pow2,0.5153,25.0,people
albopt_pow2_max_c,0.45,25.0,people
random_sim,0.8561,25.0,people
greedy_sim,0.661,25.0,people
albopt,0.5596,25.0,people
albopt_pow2,0.7536,25.0,people
albopt_pow2_max_c,0.7146,25.0,people
random_sim,0.7179,25.0,people
greedy_sim,0.8005,25.0,people
albopt,0.2048,25.0,people
albopt_pow2,0.2357,25.0,people
albopt_pow2_max_c,0.2885,25.0,people
random_sim,0.6162,25.0,people
greedy_sim,0.4167,25.0,people
albopt,0.3716,25.0,people
albopt_pow2,0.7116,25.0,people
albopt_pow2_max_c,0.7267,25.0,people
random_sim,0.3998,25.0,people
greedy_sim,1.0522,25.0,people
albopt,0.2433,25.0,people
albopt_pow2,0.5971,25.0,people
albopt_pow2_max_c,0.7529,25.0,people
random_sim,0.5149,25.0,people
greedy_sim,0.4674,25.0,people
albopt,0.1442,25.0,people
albopt_pow2,0.2525,25.0,people
albopt_pow2_max_c,0.3555,25.0,people
random_sim,0.5543,25.0,people
greedy_sim,0.3053,25.0,people
albopt,0.366,25.0,people
albopt_pow2,1.0058,25.0,people
albopt_pow2_max_c,1.1771,25.0,people
random_sim,1.251,25.0,people
greedy_sim,0.9552,25.0,people
albopt,0.6809,25.0,people
albopt_pow2,1.1278,25.0,people
albopt_pow2_max_c,1.035,25.0,people
random_sim,0.4848,25.0,people
greedy_sim,1.0889,25.0,people
albopt,0.3864,25.0,people
albopt_pow2,0.7101,25.0,people
albopt_pow2_max_c,0.7218,25.0,people
random_sim,0.6646,25.0,people
greedy_sim,0.8525,25.0,people
albopt,0.383,25.0,people
albopt_pow2,0.7914,25.0,people
albopt_pow2_max_c,0.6544,25.0,people
random_sim,0.2263,25.0,people
greedy_sim,0.8784,25.0,people
albopt,0.7513,25.0,people
albopt_pow2,1.2248,25.0,people
albopt_pow2_max_c,1.0615,25.0,people
random_sim,0.3008,25.0,people
greedy_sim,1.3763,25.0,people
albopt,0.2831,25.0,people
albopt_pow2,0.6575,25.0,people
albopt_pow2_max_c,0.8053,25.0,people
random_sim,0.5628,25.0,people
greedy_sim,0.4509,25.0,people
albopt,0.4068,25.0,people
albopt_pow2,0.7164,25.0,people
albopt_pow2_max_c,0.5818,25.0,people
random_sim,0.2248,25.0,people
greedy_sim,0.7256,25.0,people
albopt,0.3507,25.0,people
albopt_pow2,0.5371,25.0,people
albopt_pow2_max_c,0.4284,25.0,people
random_sim,0.3834,25.0,people
greedy_sim,0.8119,25.0,people
albopt,0.5708,25.0,people
albopt_pow2,1.0372,25.0,people
albopt_pow2_max_c,0.9855,25.0,people
random_sim,0.2297,25.0,people
greedy_sim,0.8716,25.0,people
albopt,0.4092,25.0,people
albopt_pow2,0.6324,25.0,people
albopt_pow2_max_c,0.5488,25.0,people
random_sim,0.5598,25.0,people
greedy_sim,0.8237,25.0,people
albopt,0.6203,25.0,people
albopt_pow2,1.5671,25.0,people
albopt_pow2_max_c,1.1408,25.0,people
random_sim,0.2686,25.0,people
greedy_sim,1.6016,25.0,people
albopt,0.3802,25.0,people
albopt_pow2,0.71,25.0,people
albopt_pow2_max_c,0.6483,25.0,people
random_sim,0.6325,25.0,people
greedy_sim,0.8093,25.0,people
albopt,0.4089,25.0,people
albopt_pow2,0.5042,25.0,people
albopt_pow2_max_c,0.5469,25.0,people
random_sim,0.2033,25.0,people
greedy_sim,0.6615,25.0,people
albopt,0.1358,25.0,people
albopt_pow2,0.2643,25.0,people
albopt_pow2_max_c,0.4494,25.0,people
random_sim,0.2658,25.0,people
greedy_sim,0.2016,25.0,people
albopt,0.3331,25.0,people
albopt_pow2,0.402,25.0,people
albopt_pow2_max_c,0.3577,25.0,people
random_sim,0.5567,25.0,people
greedy_sim,0.7862,25.0,people
albopt,0.2477,25.0,people
albopt_pow2,0.5863,25.0,people
albopt_pow2_max_c,0.4015,25.0,people
random_sim,0.3949,25.0,people
greedy_sim,0.7799,25.0,people
albopt,0.5298,25.0,people
albopt_pow2,0.6927,25.0,people
albopt_pow2_max_c,0.6641,25.0,people
random_sim,0.5818,25.0,people
greedy_sim,0.9296,25.0,people
albopt,0.6546,25.0,people
albopt_pow2,0.9294,25.0,people
albopt_pow2_max_c,0.9031,25.0,people
random_sim,0.9139,25.0,people
greedy_sim,1.0384,25.0,people
albopt,1.0421,25.0,people
albopt_pow2,1.5253,25.0,people
albopt_pow2_max_c,1.4677,25.0,people
random_sim,1.0271,25.0,people
greedy_sim,2.1031,25.0,people
albopt,0.3142,25.0,people
albopt_pow2,0.5764,25.0,people
albopt_pow2_max_c,0.8025,25.0,people
random_sim,0.633,25.0,people
greedy_sim,0.5723,25.0,people
albopt,0.6852,25.0,people
albopt_pow2,0.8943,25.0,people
albopt_pow2_max_c,0.7811,25.0,people
random_sim,0.1474,25.0,people
greedy_sim,0.9001,25.0,people
albopt,0.3991,25.0,people
albopt_pow2,0.509,25.0,people
albopt_pow2_max_c,0.3965,25.0,people
random_sim,0.5544,25.0,people
greedy_sim,0.6525,25.0,people
albopt,0.6108,25.0,people
albopt_pow2,1.1532,25.0,people
albopt_pow2_max_c,1.4608,25.0,people
random_sim,0.7073,25.0,people
greedy_sim,1.6455,25.0,people
albopt,0.3112,25.0,people
albopt_pow2,0.5968,25.0,people
albopt_pow2_max_c,0.6132,25.0,people
random_sim,0.8089,25.0,people
greedy_sim,0.7243,25.0,people
albopt,0.5353,25.0,people
albopt_pow2,0.9184,25.0,people
albopt_pow2_max_c,0.7214,25.0,people
random_sim,0.4253,25.0,people
greedy_sim,0.8664,25.0,people
albopt,0.7129,25.0,people
albopt_pow2,0.9464,25.0,people
albopt_pow2_max_c,1.0014,25.0,people
random_sim,0.4207,25.0,people
greedy_sim,0.9009,25.0,people
albopt,0.8126,25.0,people
albopt_pow2,1.2193,25.0,people
albopt_pow2_max_c,1.4953,25.0,people
random_sim,0.6281,25.0,people
greedy_sim,1.2516,25.0,people
albopt,0.5033,25.0,people
albopt_pow2,0.9562,25.0,people
albopt_pow2_max_c,0.6106,25.0,people
random_sim,0.4559,25.0,people
greedy_sim,0.808,25.0,people
albopt,0.1545,25.0,people
albopt_pow2,0.4082,25.0,people
albopt_pow2_max_c,0.5518,25.0,people
random_sim,0.6539,25.0,people
greedy_sim,0.3606,25.0,people
albopt,0.2177,25.0,people
albopt_pow2,0.4483,25.0,people
albopt_pow2_max_c,0.4986,25.0,people
random_sim,0.7589,25.0,people
greedy_sim,0.4698,25.0,people
albopt,0.1332,25.0,people
albopt_pow2,0.1953,25.0,people
albopt_pow2_max_c,0.194,25.0,people
random_sim,0.4563,25.0,people
greedy_sim,0.2796,25.0,people
albopt,0.3751,25.0,people
albopt_pow2,0.694,25.0,people
albopt_pow2_max_c,0.7329,25.0,people
random_sim,0.8773,25.0,people
greedy_sim,0.737,25.0,people
albopt,0.2996,25.0,people
albopt_pow2,0.4096,25.0,people
albopt_pow2_max_c,0.5313,25.0,people
random_sim,0.7474,25.0,people
greedy_sim,0.8908,25.0,people
albopt,0.3691,25.0,people
albopt_pow2,0.8732,25.0,people
albopt_pow2_max_c,0.6531,25.0,people
random_sim,0.302,25.0,people
greedy_sim,0.9865,25.0,people
albopt,0.3492,25.0,people
albopt_pow2,1.2447,25.0,people
albopt_pow2_max_c,0.9962,25.0,people
random_sim,0.7412,25.0,people
greedy_sim,0.9258,25.0,people
albopt,0.5717,25.0,people
albopt_pow2,0.743,25.0,people
albopt_pow2_max_c,0.6385,25.0,people
random_sim,0.2822,25.0,people
greedy_sim,0.8866,25.0,people
albopt,0.431,25.0,people
albopt_pow2,0.6835,25.0,people
albopt_pow2_max_c,0.8207,25.0,people
random_sim,0.3194,25.0,people
greedy_sim,0.7138,25.0,people
albopt,0.2901,25.0,people
albopt_pow2,0.4127,25.0,people
albopt_pow2_max_c,0.6215,25.0,people
random_sim,0.6102,25.0,people
greedy_sim,0.6879,25.0,people
albopt,0.4217,25.0,people
albopt_pow2,1.2029,25.0,people
albopt_pow2_max_c,1.1679,25.0,people
random_sim,1.3837,25.0,people
greedy_sim,1.2352,25.0,people
albopt,0.4458,25.0,people
albopt_pow2,0.7133,25.0,people
albopt_pow2_max_c,0.6456,25.0,people
random_sim,0.6523,25.0,people
greedy_sim,0.8377,25.0,people
albopt,0.3474,25.0,people
albopt_pow2,0.8384,25.0,people
albopt_pow2_max_c,0.7317,25.0,people
random_sim,0.5468,25.0,people
greedy_sim,0.8123,25.0,people
albopt,0.3018,25.0,people
albopt_pow2,0.3662,25.0,people
albopt_pow2_max_c,0.3716,25.0,people
random_sim,0.4907,25.0,people
greedy_sim,0.3881,25.0,people
albopt,0.272,25.0,people
albopt_pow2,0.4959,25.0,people
albopt_pow2_max_c,0.4911,25.0,people
random_sim,0.4829,25.0,people
greedy_sim,0.5949,25.0,people
albopt,0.3701,25.0,people
albopt_pow2,1.0065,25.0,people
albopt_pow2_max_c,0.9308,25.0,people
random_sim,0.5812,25.0,people
greedy_sim,1.0599,25.0,people
albopt,0.5948,25.0,people
albopt_pow2,0.9879,25.0,people
albopt_pow2_max_c,0.7542,25.0,people
random_sim,0.8148,25.0,people
greedy_sim,1.3803,25.0,people
albopt,0.5875,25.0,people
albopt_pow2,0.6146,25.0,people
albopt_pow2_max_c,0.6917,25.0,people
random_sim,0.3948,25.0,people
greedy_sim,0.8288,25.0,people
albopt,0.7681,25.0,people
albopt_pow2,0.7388,25.0,people
albopt_pow2_max_c,0.739,25.0,people
random_sim,1.1851,25.0,people
greedy_sim,0.8076,25.0,people
albopt,0.2532,25.0,people
albopt_pow2,0.4221,25.0,people
albopt_pow2_max_c,0.6007,25.0,people
random_sim,0.553,25.0,people
greedy_sim,0.302,25.0,people
albopt,0.3791,25.0,people
albopt_pow2,0.7029,25.0,people
albopt_pow2_max_c,0.4886,25.0,people
random_sim,0.5847,25.0,people
greedy_sim,0.9111,25.0,people
albopt,0.6194,25.0,people
albopt_pow2,0.9298,25.0,people
albopt_pow2_max_c,0.8524,25.0,people
random_sim,0.4125,25.0,people
greedy_sim,0.7376,25.0,people
albopt,0.3612,25.0,people
albopt_pow2,0.8717,25.0,people
albopt_pow2_max_c,0.8669,25.0,people
random_sim,0.3718,25.0,people
greedy_sim,0.8829,25.0,people
albopt,0.506,25.0,people
albopt_pow2,0.7185,25.0,people
albopt_pow2_max_c,0.9036,25.0,people
random_sim,0.3557,25.0,people
greedy_sim,0.7118,25.0,people
albopt,0.3925,25.0,people
albopt_pow2,0.6736,25.0,people
albopt_pow2_max_c,0.6307,25.0,people
random_sim,0.7271,25.0,people
greedy_sim,0.7885,25.0,people
albopt,0.7687,25.0,people
albopt_pow2,1.0731,25.0,people
albopt_pow2_max_c,1.1097,25.0,people
random_sim,0.4333,25.0,people
greedy_sim,1.0877,25.0,people
albopt,0.7335,25.0,people
albopt_pow2,0.8539,25.0,people
albopt_pow2_max_c,1.0642,25.0,people
random_sim,0.6326,25.0,people
greedy_sim,0.9386,25.0,people
albopt,0.1004,25.0,people
albopt_pow2,0.0789,25.0,people
albopt_pow2_max_c,0.2313,25.0,people
random_sim,0.3982,25.0,people
greedy_sim,0.2189,25.0,people
albopt,0.3193,25.0,people
albopt_pow2,0.5834,25.0,people
albopt_pow2_max_c,0.8639,25.0,people
random_sim,0.4517,25.0,people
greedy_sim,0.6197,25.0,people
albopt,0.6389,25.0,people
albopt_pow2,1.1186,25.0,people
albopt_pow2_max_c,1.0169,25.0,people
random_sim,0.3677,25.0,people
greedy_sim,1.1056,25.0,people
albopt,0.5585,25.0,people
albopt_pow2,0.8342,25.0,people
albopt_pow2_max_c,0.8927,25.0,people
random_sim,0.5629,25.0,people
greedy_sim,1.0057,25.0,people
albopt,0.4204,25.0,people
albopt_pow2,0.9321,25.0,people
albopt_pow2_max_c,1.3202,25.0,people
random_sim,0.3743,25.0,people
greedy_sim,1.1477,25.0,people
albopt,0.2698,25.0,people
albopt_pow2,0.7117,25.0,people
albopt_pow2_max_c,0.6733,25.0,people
random_sim,0.4935,25.0,people
greedy_sim,0.6324,25.0,people
albopt,0.464,100.0,people
albopt_pow2,0.6551,100.0,people
albopt_pow2_max_c,0.7344,100.0,people
random_sim,0.8172,100.0,people
greedy_sim,0.8474,100.0,people
albopt,0.3564,100.0,people
albopt_pow2,0.8427,100.0,people
albopt_pow2_max_c,0.7241,100.0,people
random_sim,0.6239,100.0,people
greedy_sim,0.8181,100.0,people
albopt,0.6272,100.0,people
albopt_pow2,0.765,100.0,people
albopt_pow2_max_c,0.9316,100.0,people
random_sim,0.5599,100.0,people
greedy_sim,0.6935,100.0,people
albopt,0.7381,100.0,people
albopt_pow2,0.9924,100.0,people
albopt_pow2_max_c,1.0007,100.0,people
random_sim,0.3518,100.0,people
greedy_sim,1.1425,100.0,people
albopt,0.4131,100.0,people
albopt_pow2,0.5885,100.0,people
albopt_pow2_max_c,0.6178,100.0,people
random_sim,0.8145,100.0,people
greedy_sim,0.6439,100.0,people
albopt,0.0862,100.0,people
albopt_pow2,0.1912,100.0,people
albopt_pow2_max_c,0.3095,100.0,people
random_sim,0.6845,100.0,people
greedy_sim,0.133,100.0,people
albopt,0.4117,100.0,people
albopt_pow2,0.5312,100.0,people
albopt_pow2_max_c,0.5895,100.0,people
random_sim,0.7573,100.0,people
greedy_sim,0.4276,100.0,people
albopt,0.2549,100.0,people
albopt_pow2,0.5887,100.0,people
albopt_pow2_max_c,0.3891,100.0,people
random_sim,0.3377,100.0,people
greedy_sim,0.3833,100.0,people
albopt,0.201,100.0,people
albopt_pow2,0.4147,100.0,people
albopt_pow2_max_c,0.7687,100.0,people
random_sim,1.3192,100.0,people
greedy_sim,0.6264,100.0,people
albopt,0.7545,100.0,people
albopt_pow2,1.1826,100.0,people
albopt_pow2_max_c,1.4694,100.0,people
random_sim,0.5669,100.0,people
greedy_sim,1.2202,100.0,people
albopt,0.2861,100.0,people
albopt_pow2,0.4074,100.0,people
albopt_pow2_max_c,0.4387,100.0,people
random_sim,0.4589,100.0,people
greedy_sim,0.4,100.0,people
albopt,0.5154,100.0,people
albopt_pow2,1.0211,100.0,people
albopt_pow2_max_c,1.1343,100.0,people
random_sim,0.3513,100.0,people
greedy_sim,0.8104,100.0,people
albopt,0.3746,100.0,people
albopt_pow2,0.7344,100.0,people
albopt_pow2_max_c,1.1069,100.0,people
random_sim,0.3705,100.0,people
greedy_sim,1.0652,100.0,people
albopt,0.2185,100.0,people
albopt_pow2,0.4225,100.0,people
albopt_pow2_max_c,0.5918,100.0,people
random_sim,0.5924,100.0,people
greedy_sim,0.5506,100.0,people
albopt,0.3644,100.0,people
albopt_pow2,0.7436,100.0,people
albopt_pow2_max_c,0.6009,100.0,people
random_sim,0.7119,100.0,people
greedy_sim,0.7234,100.0,people
albopt,0.3754,100.0,people
albopt_pow2,0.6067,100.0,people
albopt_pow2_max_c,1.1503,100.0,people
random_sim,0.3155,100.0,people
greedy_sim,0.5968,100.0,people
albopt,0.3808,100.0,people
albopt_pow2,0.4976,100.0,people
albopt_pow2_max_c,0.4225,100.0,people
random_sim,0.4862,100.0,people
greedy_sim,0.6737,100.0,people
albopt,0.2504,100.0,people
albopt_pow2,0.4095,100.0,people
albopt_pow2_max_c,0.472,100.0,people
random_sim,0.5098,100.0,people
greedy_sim,0.4175,100.0,people
albopt,0.4496,100.0,people
albopt_pow2,0.6142,100.0,people
albopt_pow2_max_c,0.8832,100.0,people
random_sim,0.6436,100.0,people
greedy_sim,0.6627,100.0,people
albopt,0.4553,100.0,people
albopt_pow2,0.661,100.0,people
albopt_pow2_max_c,0.4555,100.0,people
random_sim,0.4273,100.0,people
greedy_sim,0.8143,100.0,people
albopt,0.3737,100.0,people
albopt_pow2,0.6692,100.0,people
albopt_pow2_max_c,0.4041,100.0,people
random_sim,0.4316,100.0,people
greedy_sim,1.0033,100.0,people
albopt,0.3526,100.0,people
albopt_pow2,0.5132,100.0,people
albopt_pow2_max_c,0.4197,100.0,people
random_sim,0.6262,100.0,people
greedy_sim,0.5514,100.0,people
albopt,0.1996,100.0,people
albopt_pow2,0.6766,100.0,people
albopt_pow2_max_c,0.8337,100.0,people
random_sim,0.2958,100.0,people
greedy_sim,0.7107,100.0,people
albopt,0.4122,100.0,people
albopt_pow2,0.7854,100.0,people
albopt_pow2_max_c,1.2781,100.0,people
random_sim,0.5172,100.0,people
greedy_sim,0.8306,100.0,people
albopt,0.2781,100.0,people
albopt_pow2,0.5365,100.0,people
albopt_pow2_max_c,0.5806,100.0,people
random_sim,0.8302,100.0,people
greedy_sim,0.7599,100.0,people
albopt,0.4238,100.0,people
albopt_pow2,0.5538,100.0,people
albopt_pow2_max_c,0.4327,100.0,people
random_sim,0.4647,100.0,people
greedy_sim,0.5291,100.0,people
albopt,0.3837,100.0,people
albopt_pow2,0.7435,100.0,people
albopt_pow2_max_c,0.8442,100.0,people
random_sim,1.0157,100.0,people
greedy_sim,1.0416,100.0,people
albopt,0.6795,100.0,people
albopt_pow2,0.6465,100.0,people
albopt_pow2_max_c,0.7367,100.0,people
random_sim,0.7262,100.0,people
greedy_sim,0.8957,100.0,people
albopt,0.4205,100.0,people
albopt_pow2,0.6746,100.0,people
albopt_pow2_max_c,0.8452,100.0,people
random_sim,0.1702,100.0,people
greedy_sim,0.6723,100.0,people
albopt,0.2415,100.0,people
albopt_pow2,0.5315,100.0,people
albopt_pow2_max_c,0.5384,100.0,people
random_sim,0.5196,100.0,people
greedy_sim,0.4894,100.0,people
albopt,0.3243,100.0,people
albopt_pow2,0.5817,100.0,people
albopt_pow2_max_c,0.6446,100.0,people
random_sim,1.0483,100.0,people
greedy_sim,0.6216,100.0,people
albopt,0.2565,100.0,people
albopt_pow2,0.4938,100.0,people
albopt_pow2_max_c,0.5033,100.0,people
random_sim,0.485,100.0,people
greedy_sim,0.5142,100.0,people
albopt,0.5623,100.0,people
albopt_pow2,0.9216,100.0,people
albopt_pow2_max_c,1.1222,100.0,people
random_sim,0.6923,100.0,people
greedy_sim,1.117,100.0,people
albopt,0.2746,100.0,people
albopt_pow2,0.7104,100.0,people
albopt_pow2_max_c,0.9144,100.0,people
random_sim,1.6766,100.0,people
greedy_sim,0.4243,100.0,people
albopt,0.33,100.0,people
albopt_pow2,0.7375,100.0,people
albopt_pow2_max_c,0.9744,100.0,people
random_sim,0.5198,100.0,people
greedy_sim,0.9322,100.0,people
albopt,0.3443,100.0,people
albopt_pow2,0.3967,100.0,people
albopt_pow2_max_c,0.3768,100.0,people
random_sim,0.2799,100.0,people
greedy_sim,0.4461,100.0,people
albopt,0.3314,100.0,people
albopt_pow2,0.4718,100.0,people
albopt_pow2_max_c,0.5469,100.0,people
random_sim,0.0849,100.0,people
greedy_sim,0.5514,100.0,people
albopt,0.4411,100.0,people
albopt_pow2,0.6215,100.0,people
albopt_pow2_max_c,0.4705,100.0,people
random_sim,1.0086,100.0,people
greedy_sim,0.8454,100.0,people
albopt,0.1396,100.0,people
albopt_pow2,0.3498,100.0,people
albopt_pow2_max_c,0.2638,100.0,people
random_sim,0.8175,100.0,people
greedy_sim,0.4988,100.0,people
albopt,0.2793,100.0,people
albopt_pow2,0.6178,100.0,people
albopt_pow2_max_c,0.8272,100.0,people
random_sim,0.2442,100.0,people
greedy_sim,0.7299,100.0,people
albopt,0.3225,100.0,people
albopt_pow2,0.5734,100.0,people
albopt_pow2_max_c,0.7521,100.0,people
random_sim,0.415,100.0,people
greedy_sim,0.4793,100.0,people
albopt,0.7566,100.0,people
albopt_pow2,1.185,100.0,people
albopt_pow2_max_c,1.219,100.0,people
random_sim,0.8742,100.0,people
greedy_sim,1.1057,100.0,people
albopt,0.2676,100.0,people
albopt_pow2,0.7103,100.0,people
albopt_pow2_max_c,0.852,100.0,people
random_sim,1.0545,100.0,people
greedy_sim,0.6303,100.0,people
albopt,0.4699,100.0,people
albopt_pow2,0.8477,100.0,people
albopt_pow2_max_c,0.8485,100.0,people
random_sim,0.6645,100.0,people
greedy_sim,0.917,100.0,people
albopt,0.2672,100.0,people
albopt_pow2,0.3593,100.0,people
albopt_pow2_max_c,0.363,100.0,people
random_sim,0.8697,100.0,people
greedy_sim,0.3101,100.0,people
albopt,0.2864,100.0,people
albopt_pow2,0.309,100.0,people
albopt_pow2_max_c,0.5867,100.0,people
random_sim,0.3315,100.0,people
greedy_sim,0.3476,100.0,people
albopt,0.3248,100.0,people
albopt_pow2,0.4063,100.0,people
albopt_pow2_max_c,0.5312,100.0,people
random_sim,0.75,100.0,people
greedy_sim,0.6917,100.0,people
albopt,0.5598,100.0,people
albopt_pow2,0.7698,100.0,people
albopt_pow2_max_c,0.9234,100.0,people
random_sim,0.4196,100.0,people
greedy_sim,0.6551,100.0,people
albopt,0.3525,100.0,people
albopt_pow2,0.628,100.0,people
albopt_pow2_max_c,0.5988,100.0,people
random_sim,0.345,100.0,people
greedy_sim,0.668,100.0,people
albopt,0.2069,100.0,people
albopt_pow2,0.3579,100.0,people
albopt_pow2_max_c,0.6181,100.0,people
random_sim,0.4026,100.0,people
greedy_sim,0.4944,100.0,people
albopt,0.2343,100.0,people
albopt_pow2,0.428,100.0,people
albopt_pow2_max_c,0.4252,100.0,people
random_sim,0.351,100.0,people
greedy_sim,0.4519,100.0,people
